Domestic Opening,Name,Domestic Distributor,Earliest Release Date,MPAA,Running Time,Genres,Overview,Actors,Film makers
"$48,875,415",Alvin and the Chipmunks: The Squeakquel,Twentieth Century Fox,"December 21, 2009 (Netherlands)",PG,1 hr 28 min,,"The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.","['Jason Lee', 'Zachary Levi', 'David Cross', 'Justin Long']","['Betty Thomas', 'Jon Vitti', 'Jonathan Aibel', 'Glenn Berger', 'Ross Bagdasarian', 'Ross Bagdasarian Jr.', 'Janice Karman', 'David Newman', 'Anthony B. Richmond', 'Matt Friedman', 'Marcia Hinds']"
"$54,173,286",Night at the Museum: Battle of the Smithsonian,Twentieth Century Fox,"May 20, 2009 (EMEA, APAC)",PG,1 hr 45 min,,"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.","['Ben Stiller', 'Owen Wilson', 'Amy Adams', 'Hank Azaria']","['Shawn Levy', 'Robert Ben Garant', 'Thomas Lennon', 'Robert Ben Garant', 'Thomas Lennon', 'Michael Barnathan', 'Chris Columbus', 'Shawn Levy', 'Alan Silvestri', 'John Schwartzman', 'Dean Zimmerman', 'Don Zimmerman', 'Claude Paré']"
"$75,204,289",Star Trek,Paramount Pictures,"May 6, 2009 (EMEA)",PG-13,2 hr 7 min,,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,"['Chris Pine', 'Zachary Quinto', 'Simon Pegg', 'Leonard Nimoy']","['J.J. Abrams', 'Roberto Orci', 'Alex Kurtzman', 'Gene Roddenberry', 'J.J. Abrams', 'Damon Lindelof', 'Michael Giacchino', 'Dan Mindel', 'Maryann Brandon', 'Mary Jo Markey', 'Scott Chambliss']"
"$59,321,095",Monsters vs. Aliens,DreamWorks,"March 19, 2009 (EMEA, APAC)",PG,1 hr 34 min,,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,"['Reese Witherspoon', 'Rainn Wilson', 'Stephen Colbert', 'Seth Rogen']","['Rob Letterman', 'Conrad Vernon', 'Maya Forbes', 'Wallace Wolodarsky', 'Rob Letterman', 'Jonathan Aibel', 'Glenn Berger', 'Rob Letterman', 'Conrad Vernon', 'Lisa Stewart', 'Henry Jackman', 'Joyce Arrastia', 'Erika Dapkewicz', 'David James']"
"$85,058,003",X-Men Origins: Wolverine,Twentieth Century Fox,"April 29, 2009 (28 markets)",PG-13,1 hr 47 min,,"The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.","['Hugh Jackman', 'Liev Schreiber', 'Ryan Reynolds', 'Danny Huston']","['Gavin Hood', 'David Benioff', 'Skip Woods', 'Hugh Jackman', 'John Palermo', 'Lauren Shuler Donner', 'Ralph Winter', 'Harry Gregson-Williams', 'Donald McAlpine', 'Nicolas De Toth', 'Megan Gill', 'Barry Robison']"
"$42,558,390",Terminator Salvation,Warner Bros.,"May 20, 2009 (Jordan)",PG-13,1 hr 55 min,,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?","['Christian Bale', 'Sam Worthington', 'Anton Yelchin', 'Moon Bloodgood']","['McG', 'John Brancato', 'Michael Ferris', 'Derek Anderson', 'Moritz Borman', 'Victor Kubicek', 'Jeffrey Silver', 'Danny Elfman', 'Shane Hurlbut', 'Conrad Buff IV', 'Martin Laing']"
"$70,950,500",Fast & Furious,Universal Pictures,"April 2, 2009 (13 markets)",PG-13,1 hr 47 min,,"Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.","['Vin Diesel', 'Paul Walker', 'Michelle Rodriguez', 'Jordana Brewster']","['Justin Lin', 'Chris Morgan', 'Gary Scott Thompson', 'Vin Diesel', 'Michael Fottrell', 'Neal H. Moritz', 'Brian Tyler', 'Amir Mokri', 'Fred Raskin', 'Christian Wagner', 'Ida Random']"
"$30,095,259",Prince of Persia: The Sands of Time,Walt Disney Studios Motion Pictures,"July 16, 2009 (Australia)",PG-13,1 hr 56 min,,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,"['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley', 'Alfred Molina']","['Mike Newell', 'Boaz Yakin', 'Doug Miro', 'Carlo Bernard', 'Jordan Mechner', 'Jordan Mechner', 'Jerry Bruckheimer', 'Harry Gregson-Williams', 'John Seale', 'Mick Audsley', 'Michael Kahn', 'Martin Walsh', 'Wolf Kroeger']"
"$30,051,075",A Christmas Carol,Walt Disney Studios Motion Pictures,"September 9, 2009 (Türkiye)",PG,1 hr 36 min,,"An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.","['Jim Carrey', 'Gary Oldman', 'Colin Firth', 'Steve Valentine']","['Robert Zemeckis', 'Charles Dickens', 'Robert Zemeckis', 'Jack Rapke', 'Steve Starkey', 'Robert Zemeckis', 'Alan Silvestri', 'Robert Presley', ""Jeremiah O'Driscoll"", 'Doug Chiang']"
"$38,054,676",Inglourious Basterds,The Weinstein Company,"August 19, 2009 (EMEA)",R,2 hr 33 min,,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","['Brad Pitt', 'Diane Kruger', 'Eli Roth', 'Mélanie Laurent']","['Quentin Tarantino', 'Quentin Tarantino', 'Lawrence Bender', 'Robert Richardson', 'Sally Menke', 'David Wasco']"
"$33,627,598",The Proposal,Walt Disney Studios Motion Pictures,"June 17, 2009 (Belgium)",PG-13,1 hr 48 min,,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,"['Sandra Bullock', 'Ryan Reynolds', 'Mary Steenburgen', 'Craig T. Nelson']","['Anne Fletcher', 'Peter Chiarelli', 'David Hoberman', 'Todd Lieberman', 'Aaron Zigman', 'Oliver Stapleton', 'Priscilla Nedd-Friendly', 'Nelson Coates']"
"$34,119,372",The Blind Side,Warner Bros.,"November 20, 2009 (Domestic)",PG-13,2 hr 9 min,,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.","['Quinton Aaron', 'Sandra Bullock', 'Tim McGraw', 'Jae Head']","['John Lee Hancock', 'John Lee Hancock', 'Michael Lewis', 'Broderick Johnson', 'Andrew A. Kosove', 'Gil Netter', 'Carter Burwell', 'Alar Kivilo', 'Mark Livolsi', 'Michael Corenblith']"
"$54,713,046",G.I. Joe: The Rise of Cobra,Paramount Pictures,"August 5, 2009 (Belgium)",PG-13,1 hr 58 min,,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.","['Dennis Quaid', 'Channing Tatum', 'Marlon Wayans', 'Adewale Akinnuoye-Agbaje']","['Stephen Sommers', 'Stuart Beattie', 'David Elliot', 'Paul Lovett', 'Michael B. Gordon', 'Stuart Beattie', 'Stephen Sommers', 'Lorenzo di Bonaventura', 'Bob Ducsay', 'Brian Goldner', 'Alan Silvestri', 'Mitchell Amundsen', 'Bob Ducsay', 'Kelly Matsumoto', 'Jim May', 'Ed Verreaux']"
"$31,706,934",G-Force,Walt Disney Studios Motion Pictures,"July 23, 2009 (EMEA, LATAM)",PG,1 hr 28 min,,A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.,"['Will Arnett', 'Penélope Cruz', 'Zach Galifianakis', 'Bill Nighy']","['Hoyt Yeatman', 'Cormac Wibberley', 'Marianne Wibberley', 'Hoyt Yeatman', 'David P.I. James', 'Jerry Bruckheimer', 'Trevor Rabin', 'Bojan Bazelli', 'Mark Goldblatt', 'Jason Hellmann', 'Deborah Evans']"
"$23,234,394",This Is It,Sony Pictures Releasing,"October 28, 2009 (48 markets)",PG,1 hr 51 min,Documentary Music,"A compilation of interviews, rehearsals, and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London.","['Michael Jackson', 'Alex Al', 'Alexandra Apjarova', 'Nick Bass']","['Kenny Ortega', 'Michael Bearden', 'Sandrine Orabona', 'Tim Patterson', 'Don Brochu', 'Brandon Key', 'Tim Patterson', 'Kevin Stitt', 'Bernt Amadeus Capra', 'Michael Cotton']"
"$786,190",The Princess and the Frog,Walt Disney Studios Motion Pictures,"November 25, 2009 (Domestic)",,1 hr 37 min,Adventure Animation Comedy Family Fantasy Musical Romance,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","['Anika Noni Rose', 'Keith David', 'Oprah Winfrey', 'Bruno Campos']","['Ron Clements', 'John Musker', 'Ron Clements', 'John Musker', 'Greg Erb', 'Jason Oremland', 'Ron Clements', 'John Musker', 'Rob Edwards', 'E.D. Baker', 'Peter Del Vecho', 'Randy Newman', 'Jeff Draheim', 'James Aaron Finch']"
"$30,304,648",Cloudy with a Chance of Meatballs,Sony Pictures Releasing,"September 16, 2009 (EMEA, LATAM)",PG,1 hr 30 min,,A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know that things are about to take a turn for the worst.,"['Anna Faris', 'Bill Hader', 'Bruce Campbell', 'James Caan']","['Phil Lord', 'Christopher Miller', 'Phil Lord', 'Christopher Miller', 'Judi Barrett', 'Ron Barrett', 'Rob Greenberg', 'Pam Marsden', 'Mark Mothersbaugh', 'Robert Fisher Jr.', 'Justin K. Thompson']"
"$22,100,820",It's Complicated,Universal Pictures,"December 23, 2009 (EMEA)",R,2 hr 1 min,,"When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried.","['Meryl Streep', 'Steve Martin', 'Alec Baldwin', 'John Krasinski']","['Nancy Meyers', 'Nancy Meyers', 'Nancy Meyers', 'Scott Rudin', 'Heitor Pereira', 'Hans Zimmer', 'John Toll', 'Joe Hutshing', 'David Moritz', 'Jon Hutman']"
"$25,271,675",Public Enemies,Universal Pictures,"June 24, 2009 (France)",R,2 hr 20 min,,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson, and Pretty Boy Floyd during a booming crime wave in the 1930s.","['Christian Bale', 'Johnny Depp', 'Christian Stolte', 'Jason Clarke']","['Michael Mann', 'Ronan Bennett', 'Michael Mann', 'Ann Biderman', 'Bryan Burrough', 'Michael Mann', 'Kevin Misher', 'Elliot Goldenthal', 'Dante Spinotti', 'Jeffrey Ford', 'Paul Rubell', 'Nathan Crowley']"
"$37,354,308",District 9,TriStar Pictures,"August 13, 2009 (EMEA, APAC)",R,1 hr 52 min,,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,"['Sharlto Copley', 'David James', 'Jason Cope', 'Vanessa Haywood']","['Neill Blomkamp', 'Neill Blomkamp', 'Terri Tatchell', 'Carolynne Cunningham', 'Peter Jackson', 'Clinton Shorter', 'Trent Opaloch', 'Julian Clarke', 'Philip Ivey']"
"$27,605,576",The Ugly Truth,Sony Pictures Releasing,"February 26, 2009 (Slovenia)",R,1 hr 36 min,,An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.,"['Katherine Heigl', 'Gerard Butler', 'Bree Turner', 'Eric Winter']","['Robert Luketic', 'Nicole Eastman', 'Karen McCullah', 'Kirsten Smith', 'Nicole Eastman', 'Kimberly di Bonaventura', 'Gary Lucchesi', 'Deborah Jelin Newmyer', 'Steven Reuther', 'Tom Rosenberg', 'Aaron Zigman', 'Russell Carpenter', 'Lisa Zeno Churgin', 'Missy Stewart']"
"$77,873",Paranormal Activity,Paramount Pictures,"September 25, 2009 (Domestic)",R,1 hr 26 min,,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.","['Katie Featherston', 'Micah Sloat', 'Mark Fredrichs', 'Amber Armstrong']","['Oren Peli', 'Oren Peli', 'Jason Blum', 'Oren Peli', 'Oren Peli', 'Oren Peli']"
"$27,408,309",The Final Destination,Warner Bros.,"August 26, 2009 (France)",R,1 hr 22 min,,A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.,"['Nick Zano', 'Krista Allen', 'Andrew Fiscella', 'Bobby Campo']","['David R. Ellis', 'Eric Bress', 'Jeffrey Reddick', 'Craig Perry', 'Warren Zide', 'Brian Tyler', 'Glen MacPherson', 'Mark Stevens', 'Jaymes Hinkle']"
"$55,214,334",Watchmen,Warner Bros.,"March 4, 2009 (EMEA)",R,2 hr 42 min,,"In a version of 1985 where superheroes exist, the murder of a colleague sends active vigilante Rorschach on the trail of a conspiracy that will change the course of history.","['Jackie Earle Haley', 'Patrick Wilson', 'Carla Gugino', 'Malin Akerman']","['Zack Snyder', 'Dave Gibbons', 'David Hayter', 'Alex Tse', 'Lawrence Gordon', 'Lloyd Levin', 'Deborah Snyder', 'Tyler Bates', 'Larry Fong', 'William Hoy', 'Alex McDowell']"
"$31,832,636",Paul Blart: Mall Cop,Sony Pictures Releasing,"January 16, 2009 (Domestic)",PG,1 hr 31 min,,"When a shopping mall is taken over by a gang of organized crooks, it's up to a mild-mannered security guard to save the day.","['Kevin James', ""Keir O'Donnell"", 'Jayma Mays', 'Raini Rodriguez']","['Steve Carr', 'Kevin James', 'Nick Bakay', 'Barry Bernardi', 'Todd Garner', 'Jack Giarraputo', 'Kevin James', 'Adam Sandler', 'Waddy Wachtel', 'Russ T. Alsobrook', 'Jeff Freeman', 'Perry Andelin Blake']"
"$27,785,487",He's Just Not That Into You,Warner Bros.,"February 5, 2009 (Puerto Rico)",PG-13,2 hr 9 min,Comedy Drama Romance,This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,"['Ginnifer Goodwin', 'Jennifer Aniston', 'Jennifer Connelly', 'Morgan Lily']","['Ken Kwapis', 'Abby Kohn', 'Marc Silverstein', 'Greg Behrendt', 'Liz Tuccillo', 'Nancy Juvonen', 'Cliff Eidelman', 'John Bailey', 'Cara Silverman', 'Gae S. Buckley']"
"$34,286,740",Couples Retreat,Universal Pictures,"October 8, 2009 (APAC)",PG-13,1 hr 53 min,,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.","['Vince Vaughn', 'Malin Akerman', 'Jon Favreau', 'Jason Bateman']","['Peter Billingsley', 'Jon Favreau', 'Vince Vaughn', 'Dana Fox', 'Scott Stuber', 'Vince Vaughn', 'A.R. Rahman', 'Eric Alan Edwards', 'Dan Lebental', 'Shepherd Frankel']"
"$1,181,450",Up in the Air,Paramount Pictures,"December 4, 2009 (Domestic)",R,1 hr 49 min,,"Ryan's job is to travel around the country firing off people. When his boss hires Natalie, who proposes firing people via video conference, he tries to convince her that her method is a mistake.","['George Clooney', 'Vera Farmiga', 'Anna Kendrick', 'Jason Bateman']","['Jason Reitman', 'Walter Kirn', 'Jason Reitman', 'Sheldon Turner', 'Jeffrey Clifford', 'Daniel Dubiecki', 'Ivan Reitman', 'Jason Reitman', 'Rolfe Kent', 'Eric Steelberg', 'Dana E. Glauberman', 'Steve Saklad']"
"$32,324,487",Hannah Montana: The Movie,Walt Disney Studios Motion Pictures,"April 8, 2009 (Egypt)",,1 hr 42 min,Comedy Drama Family Music Romance,"As Hannah Montana's popularity begins to take over her life, Miley Stewart, on the urging from her father takes a trip to her hometown of Crowley Corners, Tennessee to get some perspective on what matters in life the most.","['Miley Cyrus', 'Emily Osment', 'Billy Ray Cyrus', 'Jason Earles']","['Peter Chelsom', 'Dan Berendsen', 'Michael Poryes', 'Richard Correll', ""Barry O'Brien"", 'Billy Ray Cyrus', 'Alfred Gough', 'Miles Millar', 'John Debney', 'David Hennings', 'David Moritz', 'Caroline Hanania']"
