Domestic Opening,Name,Domestic Distributor,Earliest Release Date,MPAA,Running Time,Genres,Overview,Actors,Film makers
"$100,038,390",Transformers: Age of Extinction,Paramount Pictures,"June 25, 2014 (EMEA, APAC)",PG-13,2 hr 45 min,,"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.","['Mark Wahlberg', 'Nicola Peltz Beckham', 'Jack Reynor', 'Stanley Tucci']","['Michael Bay', 'Ehren Kruger', 'Shôji Kawamori', 'Kazutaka Miyatake', 'Ian Bryce', 'Tom DeSanto', 'Lorenzo di Bonaventura', 'Don Murphy', 'Steve Jablonsky', 'Amir Mokri', 'Roger Barton', 'William Goldenberg', 'Paul Rubell', 'Jeffrey Beecroft']"
"$54,724,334",The Hobbit: The Battle of the Five Armies,Warner Bros.,"December 10, 2014 (EMEA)",PG-13,2 hr 24 min,Adventure Fantasy,Bilbo Baggins and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Cate Blanchett']","['Peter Jackson', 'Fran Walsh', 'Philippa Boyens', 'Peter Jackson', 'Guillermo del Toro', 'J.R.R. Tolkien', 'Carolynne Cunningham', 'Peter Jackson', 'Eric Monette', 'Fran Walsh', 'Zane Weiner', 'Howard Shore', 'Andrew Lesnie', 'Jabez Olssen', 'Dan Hennah']"
"$94,320,883",Guardians of the Galaxy,Walt Disney Studios Motion Pictures,"July 30, 2014 (Iceland)",PG-13,2 hr 1 min,,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,"['Chris Pratt', 'Vin Diesel', 'Bradley Cooper', 'Zoe Saldana']","['James Gunn', 'James Gunn', 'Nicole Perlman', 'Dan Abnett', 'Andy Lanning', 'Bill Mantlo', 'Keith Giffen', 'Jim Starlin', 'Steve Englehart', 'Steve Gan', 'Steve Gerber', 'Val Mayerik', 'Kevin Feige', 'Tyler Bates', 'Ben Davis', 'Fred Raskin', 'Hughes Winborne', 'Craig Wood', 'Charles Wood']"
"$69,431,298",Maleficent,Walt Disney Studios Motion Pictures,"May 28, 2014 (EMEA, APAC)",PG,1 hr 37 min,,"A vengeful fairy is driven to curse an infant princess, only to discover that the child could be the one person who can restore peace to their troubled land.","['Angelina Jolie', 'Elle Fanning', 'Sharlto Copley', 'Lesley Manville']","['Robert Stromberg', 'Linda Woolverton', 'Charles Perrault', 'Milt Banta', 'Winston Hibler', 'Bill Peet', 'Erdman Penner', 'Joe Rinaldi', 'Ted Sears', 'Ralph Wright', 'Joe Roth', 'James Newton Howard', 'Dean Semler', 'Chris Lebenzon', 'Richard Pearson', 'Dylan Cole', 'Gary Freeman']"
"$121,897,634",The Hunger Games: Mockingjay - Part 1,Lionsgate Films,"November 19, 2014 (LATAM, EMEA)",PG-13,2 hr 3 min,,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson']","['Francis Lawrence', 'Peter Craig', 'Danny Strong', 'Suzanne Collins', 'Suzanne Collins', 'Nina Jacobson', 'Jon Kilik', 'James Newton Howard', 'Jo Willems', 'Alan Edward Bell', 'Mark Yoshikawa', 'Philip Messina']"
"$90,823,660",X-Men: Days of Future Past,Twentieth Century Fox,"May 21, 2014 (EMEA, APAC)",PG-13,2 hr 12 min,,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,"['Patrick Stewart', 'Ian McKellen', 'Hugh Jackman', 'James McAvoy']","['Bryan Singer', 'Simon Kinberg', 'Jane Goldman', 'Simon Kinberg', 'Matthew Vaughn', 'Jack Kirby', 'Stan Lee', 'Simon Kinberg', 'Hutch Parker', 'Lauren Shuler Donner', 'Bryan Singer', 'John Ottman', 'Newton Thomas Sigel', 'Michael Louis Hill', 'John Ottman', 'John Myhre']"
"$95,023,721",Captain America: The Winter Soldier,Walt Disney Studios Motion Pictures,"March 26, 2014 (APAC, EMEA)",PG-13,2 hr 16 min,,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.","['Chris Evans', 'Samuel L. Jackson', 'Scarlett Johansson', 'Robert Redford']","['Anthony Russo', 'Joe Russo', 'Christopher Markus', 'Stephen McFeely', 'Joe Simon', 'Jack Kirby', 'Steve Epting', 'Ed Brubaker', 'Michael Lark', 'Kevin Feige', 'Henry Jackman', 'Trent Opaloch', 'Jeffrey Ford', 'Matthew Schmidt', 'Peter Wenham']"
"$72,611,427",Dawn of the Planet of the Apes,Twentieth Century Fox,"July 9, 2014 (Philippines)",PG-13,2 hr 10 min,,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.,"['Gary Oldman', 'Keri Russell', 'Andy Serkis', 'Kodi Smit-McPhee']","['Matt Reeves', 'Mark Bomback', 'Rick Jaffa', 'Amanda Silver', 'Rick Jaffa', 'Amanda Silver', 'Pierre Boulle', 'Peter Chernin', 'Dylan Clark', 'Rick Jaffa', 'Amanda Silver', 'Michael Giacchino', 'Michael Seresin', 'William Hoy', 'Stan Salfas', 'James Chinlund']"
"$91,608,337",The Amazing Spider-Man 2,Sony Pictures Releasing,"April 16, 2014 (Belgium)",PG-13,2 hr 22 min,Action Adventure Sci-Fi,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.","['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Paul Giamatti']","['Marc Webb', 'Alex Kurtzman', 'Roberto Orci', 'Jeff Pinkner', 'Alex Kurtzman', 'Roberto Orci', 'Jeff Pinkner', 'James Vanderbilt', 'Stan Lee', 'Steve Ditko', 'Avi Arad', 'Matt Tolmach', 'Michael Einziger', 'Tom Holkenborg', 'Andrew Kawczynski', 'Johnny Marr', 'Steve Mazzaro', 'Pharrell Williams', 'Hans Zimmer', 'Dan Mindel', 'Pietro Scalia', 'Mark Friedberg']"
"$47,510,360",Interstellar,Paramount Pictures,"November 5, 2014 (EMEA, Domestic)",PG-13,2 hr 49 min,,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.","['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Mackenzie Foy']","['Christopher Nolan', 'Jonathan Nolan', 'Christopher Nolan', 'Christopher Nolan', 'Lynda Obst', 'Emma Thomas', 'Hans Zimmer', 'Hoyte Van Hoytema', 'Lee Smith', 'Nathan Crowley']"
