Domestic Opening,Name,Domestic Distributor,Earliest Release Date,MPAA,Running Time,Genres,Overview,Actors,Film makers
"$179,953",Million Dollar Baby,Warner Bros.,"December 15, 2004 (Domestic)",PG-13,2 hr 12 min,,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.","['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman', 'Jay Baruchel']","['Clint Eastwood', 'Paul Haggis', 'F.X. Toole', 'Clint Eastwood', 'Paul Haggis', 'Tom Rosenberg', 'Albert S. Ruddy', 'Clint Eastwood', 'Tom Stern', 'Joel Cox', 'Henry Bumstead']"
"$858,021",The Aviator,Miramax,"December 17, 2004 (Domestic)",PG-13,2 hr 50 min,,A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale', 'John C. Reilly']","['Martin Scorsese', 'John Logan', 'Sanford R. Climan', 'Charles Evans Jr.', 'Graham King', 'Michael Mann', 'Howard Shore', 'Robert Richardson', 'Thelma Schoonmaker', 'Dante Ferretti']"
"$30,061,756",A Series of Unfortunate Events,Paramount Pictures,"December 16, 2004 (EMEA, APAC)",PG,1 hr 48 min,,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.","['Jim Carrey', 'Jude Law', 'Meryl Streep', 'Liam Aiken']","['Brad Silberling', 'Robert Gordon', 'Daniel Handler', 'Laurie MacDonald', 'Walter F. Parkes', 'Jim Van Wyck', 'Thomas Newman', 'Emmanuel Lubezki', 'Michael Kahn', 'Rick Heinrichs']"
"$15,193,907",King Arthur,Walt Disney Studios Motion Pictures,"July 7, 2004 (Domestic)",PG-13,2 hr 6 min,,A demystified take on the tale of King Arthur and the Knights of the Round Table.,"['Clive Owen', 'Stephen Dillane', 'Keira Knightley', 'Ioan Gruffudd']","['Antoine Fuqua', 'David Franzoni', 'Jerry Bruckheimer', 'Hans Zimmer', 'Slawomir Idziak', 'Conrad Buff IV', 'Jamie Pearson', 'Paul Cross', 'Dan Weil']"
"$21,727,611",Garfield: The Movie,Twentieth Century Fox,"June 11, 2004 (Domestic)",PG,1 hr 20 min,,"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.","['Breckin Meyer', 'Jennifer Love Hewitt', 'Stephen Tobolowsky', 'Bill Murray']","['Peter Hewitt', 'Jim Davis', 'Joel Cohen', 'Alec Sokolow', 'John Davis', 'Christophe Beck', 'Dean Cundey', 'Peter E. Berger', 'Michael A. Stevenson', 'Alec Hammond']"
"$39,852,237",50 First Dates,Sony Pictures Releasing,"February 13, 2004 (Domestic)",PG-13,1 hr 39 min,,Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.,"['Adam Sandler', 'Drew Barrymore', 'Rob Schneider', 'Sean Astin']","['Peter Segal', 'George Wing', 'Jack Giarraputo', 'Steve Golin', 'Nancy Juvonen', 'Teddy Castellucci', 'Jack N. Green', 'Jeff Gourson', 'Alan Au']"
"$39,128,715",The Grudge,Sony Pictures Releasing,"October 22, 2004 (Domestic)",PG-13,1 hr 31 min,,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.","['Sarah Michelle Gellar', 'Jason Behr', 'Clea DuVall', 'William Mapother']","['Takashi Shimizu', 'Stephen Susco', 'Takashi Shimizu', 'Takashige Ichise', 'Sam Raimi', 'Rob Tapert', 'Christopher Young', 'Hideo Yamamoto', 'Jeff Betancourt', 'Iwao Saitô']"
"$29,438,331",Scooby-Doo 2: Monsters Unleashed,Warner Bros.,"March 26, 2004 (10 markets)",PG,1 hr 33 min,Adventure Comedy Family Fantasy Horror Mystery Sci-Fi,The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.,"['Freddie Prinze Jr.', 'Sarah Michelle Gellar', 'Matthew Lillard', 'Linda Cardellini']","['Raja Gosnell', 'William Hanna', 'Joseph Barbera', 'James Gunn', 'Charles Roven', 'Richard Suckle', 'David Newman', 'Oliver Wood', 'Kent Beyda', 'Bill Boes']"
"$27,721,185",Along Came Polly,Universal Pictures,"January 16, 2004 (Domestic)",PG-13,1 hr 30 min,,A buttoned-up newlywed finds his strictly organized life descend into chaos when he falls in love with an old classmate.,"['Ben Stiller', 'Jennifer Aniston', 'Debra Messing', 'Philip Seymour Hoffman']","['John Hamburg', 'John Hamburg', 'Danny DeVito', 'Michael Shamberg', 'Stacey Sher', 'Theodore Shapiro', 'Seamus McGarvey', 'William Kerr', 'Nick Moore', 'Andrew Laws']"
"$38,291,056",Alien vs. Predator,Twentieth Century Fox,"August 12, 2004 (APAC, LATAM)",PG-13,1 hr 41 min,,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.","['Sanaa Lathan', 'Lance Henriksen', 'Raoul Bova', 'Ewen Bremner']","['Paul W.S. Anderson', ""Dan O'Bannon"", 'Ronald Shusett', 'Jim Thomas', 'John Thomas', 'Paul W.S. Anderson', ""Dan O'Bannon"", 'Ronald Shusett', 'Paul W.S. Anderson', 'Gordon Carroll', 'John Davis', 'David Giler', 'Walter Hill', 'Harald Kloser', 'David Johnson', 'Alexander Berner', 'Richard Bridgland']"
