Domestic Opening,Name,Domestic Distributor,Earliest Release Date,MPAA,Running Time,Genres,Overview,Actors,Film makers
"$56,397,125",Despicable Me,Universal Pictures,"July 8, 2010 (APAC)",PG,1 hr 35 min,,"Gru, a criminal mastermind, adopts three orphans as pawns to carry out the biggest heist in history. His life takes an unexpected turn when the little girls see the evildoer as their potential father.","['Steve Carell', 'Jason Segel', 'Russell Brand', 'Julie Andrews']","['Pierre Coffin', 'Chris Renaud', 'Cinco Paul', 'Ken Daurio', 'Sergio Pablos', 'John Cohen', 'Janet Healy', 'Christopher Meledandri', 'Heitor Pereira', 'Pharrell Williams', 'Gregory Perler', 'Pam Ziegenhagen', 'Yarrow Cheney']"
"$43,732,319",How to Train Your Dragon,DreamWorks,"March 18, 2010 (EMEA, APAC)",PG,1 hr 38 min,,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","['Jay Baruchel', 'Gerard Butler', 'Christopher Mintz-Plasse', 'Craig Ferguson']","['Dean DeBlois', 'Chris Sanders', 'William Davies', 'Dean DeBlois', 'Chris Sanders', 'Cressida Cowell', 'Marc Hyman', 'Adam F. Goldberg', 'Bonnie Arnold', 'John Powell', 'Gil Zimmerman', 'Maryann Brandon', 'Darren T. Holmes', 'Kathy Altieri']"
"$61,235,105",Clash of the Titans,Warner Bros.,"March 31, 2010 (Spain)",PG-13,1 hr 46 min,,"Perseus, a demigod and the son of Zeus, battles the minions of Hades and the Underworld in order to stop them from conquering Olympus and Earth.","['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes', 'Jason Flemyng']","['Louis Leterrier', 'Travis Beacham', 'Phil Hay', 'Matt Manfredi', 'Beverley Cross', 'Kevin de la Noy', 'Basil Iwanyk', 'Ramin Djawadi', 'Peter Menzies Jr.', 'David Freeman', 'Vincent Tabaillon', 'Martin Walsh', 'Martin Laing']"
"$355,450",The King's Speech,The Weinstein Company,"November 26, 2010 (Domestic)",R,1 hr 58 min,,"The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.","['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Derek Jacobi']","['Tom Hooper', 'David Seidler', 'Iain Canning', 'Emile Sherman', 'Gareth Unwin', 'Alexandre Desplat', 'Danny Cohen', 'Tariq Anwar', 'Eve Stewart']"
"$24,005,069",The Chronicles of Narnia: The Voyage of the Dawn Treader,Twentieth Century Fox,"December 2, 2010 (Australia)",PG,1 hr 53 min,,"Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world.","['Ben Barnes', 'Skandar Keynes', 'Georgie Henley', 'Will Poulter']","['Michael Apted', 'Christopher Markus', 'Stephen McFeely', 'Michael Petroni', 'C.S. Lewis', 'Andrew Adamson', 'Mark Johnson', 'Philip Steuer', 'David Arnold', 'Dante Spinotti', 'Rick Shaine', 'Barry Robison']"
"$44,026,211",Tron: Legacy,Walt Disney Studios Motion Pictures,"December 16, 2010 (12 markets)",PG,2 hr 5 min,,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,"['Jeff Bridges', 'Garrett Hedlund', 'Olivia Wilde', 'Bruce Boxleitner']","['Joseph Kosinski', 'Edward Kitsis', 'Adam Horowitz', 'Edward Kitsis', 'Adam Horowitz', 'Brian Klugman', 'Lee Sternthal', 'Steven Lisberger', 'Bonnie MacBird', 'Sean Bailey', 'Steven Lisberger', 'Jeffrey Silver', 'Thomas Bangalter', 'Guy-Manuel De Homem-Christo', 'Daft Punk', 'Claudio Miranda', 'James Haygood', 'Darren Gilford']"
"$55,665,805",The Karate Kid,Sony Pictures Releasing,"June 10, 2010 (APAC)",PG,2 hr 20 min,,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.","['Jackie Chan', 'Jaden Smith', 'Taraji P. Henson', 'Wenwen Han']","['Harald Zwart', 'Christopher Murphey', 'Robert Mark Kamen', 'James Lassiter', 'Jada Pinkett Smith', 'Will Smith', 'Ken Stovitz', 'Jerry Weintraub', 'James Horner', 'Roger Pratt', 'Joel Negron', 'François Séguin']"
"$1,443,809",Black Swan,Fox Searchlight,"December 3, 2010 (Domestic)",R,1 hr 48 min,,"Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare.","['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Winona Ryder']","['Darren Aronofsky', 'Mark Heyman', 'Andres Heinz', 'John J. McLaughlin', 'Andres Heinz', 'Scott Franklin', 'Mike Medavoy', 'Arnold Messer', 'Brian Oliver', 'Clint Mansell', 'Matthew Libatique', 'Andrew Weisblum', 'Thérèse DePrez']"
"$46,016,833",Megamind,DreamWorks,"October 28, 2010 (Ukraine)",PG,1 hr 35 min,,"Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world.","['Will Ferrell', 'Jonah Hill', 'Brad Pitt', 'Tina Fey']","['Tom McGrath', 'Alan Schoolcraft', 'Brent Simons', 'Lara Breay', 'Denise Nolan Cascino', 'Lorne Balfe', 'Hans Zimmer', 'Michael Andrews', 'David James']"
"$36,063,385",Robin Hood,Universal Pictures,"May 12, 2010 (APAC, EMEA)",PG-13,2 hr 20 min,,"In twelfth-century England, Robin Longstride and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.","['Russell Crowe', 'Cate Blanchett', 'Matthew Macfadyen', 'Max von Sydow']","['Ridley Scott', 'Brian Helgeland', 'Brian Helgeland', 'Ethan Reiff', 'Cyrus Voris', 'Russell Crowe', 'Brian Grazer', 'Ridley Scott', 'Marc Streitenfeld', 'John Mathieson', 'Pietro Scalia', 'Arthur Max']"
