,budget,popularity,runtime,log_revenue,release_day,release_month,release_year,_budget_runtime_ratio,_budget_popularity_ratio,_budget_year_ratio,_releaseYear_popularity_ratio,_releaseYear_popularity_ratio2,has_homepage,_num_Keywords,_num_cast,isTaglineNA,isOriginalLanguageEng,ismovie_released,no_spoken_languages,original_title_letter_count,original_title_word_count,title_word_count,overview_word_count,tagline_word_count,production_countries_count,production_companies_count,cast_count,crew_count,genders_0_crew,genders_1_crew,genders_2_crew,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,Australia,Belgium,Brazil,Canada,China,Czech Republic,Denmark,France,Germany,Hong Kong,India,Ireland,Italy,Japan,Mexico,Netherlands,New Zealand,Russia,South Korea,Spain,Sweden,United Kingdom,United States of America,production_countries_etc,Dansk,Deutsch,English,Español,Français,Italiano,Latin,Magyar,Polski,Português,Pусский,Türkçe,spoken_languages_etc,svenska,Český,ελληνικά,עִבְרִית,العربية,हिन्दी,தமிழ்,ภาษาไทย,广州话 / 廣州話,日本語,普通话,한국어/조선말,Amblin Entertainment,American Zoetrope,BBC Films,Blumhouse Productions,Canal+,Canal+ España,Carolco Pictures,Castle Rock Entertainment,Ciné+,Columbia Pictures,Columbia Pictures Corporation,Davis Entertainment,Dimension Films,DreamWorks SKG,Dune Entertainment,Dune Entertainment III,Eon Productions,Epsilon Motion Pictures,EuropaCorp,Film4,Focus Features,Fox 2000 Pictures,Fox Searchlight Pictures,France 2 Cinéma,Gaumont,Happy Madison Productions,Hollywood Pictures,Imagine Entertainment,Ingenious Film Partners,Lakeshore Entertainment,Legendary Pictures,Lions Gate Films,Lionsgate,Metro-Goldwyn-Mayer (MGM),Millennium Films,Miramax Films,Morgan Creek Productions,New Line Cinema,New Regency Pictures,Original Film,Orion Pictures,Paramount Pictures,Participant Media,PolyGram Filmed Entertainment,Regency Enterprises,Relativity Media,Revolution Studios,Scott Free Productions,Scott Rudin Productions,Screen Gems,Silver Pictures,Spyglass Entertainment,Studio Babelsberg,StudioCanal,Summit Entertainment,TF1 Films Production,TSG Entertainment,The Weinstein Company,Touchstone Pictures,TriStar Pictures,Twentieth Century Fox Film Corporation,UK Film Council,United Artists,Universal Pictures,Village Roadshow Pictures,Walt Disney Pictures,Warner Bros.,Wild Bunch,Working Title Films,production_companies_etc
0,0.01368396319239613,0.005148359997614772,0.009848049384020207,16.326300330915824,4,2,2015,0.004637482082083494,0.00010750471568682345,0.0037311798174817887,1.0888857662937417e-07,0.005133408261829125,1,0.004859625222416766,0.010233184134872652,0,0,1,0.006838096396695251,0.015051161389933109,0.01866503416973603,0.018296125338501404,0.0056429460210695006,0.014926156328170712,0.007503330341922863,0.00993955253539279,0.010233184134872652,0.022525443483702303,0.02648644524749224,0.0,0.01431106322189293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.014557017210627682,0.006458668104328441,0.0119659094666052,18.370959224205944,4,8,2004,0.010904825123483312,0.00024484171342919407,0.010777866546942468,8.632387496308548e-08,0.006475259818063941,1,0.004859625222416766,0.00852765344572721,0,0,1,0.006838096396695251,0.027365747981696564,0.022398041003683235,0.021955350406201682,0.013426319843234329,0.01764000293329266,0.007503330341922863,0.003313184178464263,0.00852765344572721,0.002815680435462788,0.00044892280080495326,0.013880858307767148,0.0044034040682747475,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.012482158980461658,0.05034520314801409,0.011118765433571202,16.38751199098573,4,10,2014,0.0009681926877492683,2.5913389849678783e-06,0.0008803659811105826,1.1129548494700215e-08,0.050223916913989745,0,0.014578875667250297,0.021745516286604386,0,0,1,0.006838096396695251,0.005473149596339312,0.003733006833947206,0.0036592250677002806,0.004086271256636535,0.01356923302560974,0.007503330341922863,0.00993955253539279,0.021745516286604386,0.020022616429957604,0.021997217239442708,0.013880858307767148,0.012109361187755557,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0.011640890925375387,0.002485891489282398,0.012918946503768444,16.588099342704055,4,3,2012,0.0003030111243328559,1.9083914627231964e-05,0.00032076984784918,2.2517594107210826e-07,0.002482367859668649,0,0.00850434413922934,0.0029846787060045237,0,0,1,0.013676192793390503,0.004789005896796899,0.003733006833947206,0.0036592250677002806,0.020625940628736794,0.0,0.007503330341922863,0.0,0.0029846787060045237,0.0009385601451542627,0.0013467684024148596,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0,0.0008989086526784924,0.012495374487251446,15.18261470922214,3,2,2009,0.0,0.0,0.0,6.217854475238268e-07,0.0008989749134754773,1,0.0,0.001705530689145442,0,0,1,0.006838096396695251,0.002736574798169656,0.003733006833947206,0.007318450135400561,0.006226699057731862,0.0,0.007503330341922863,0.0,0.001705530689145442,0.0006257067634361751,0.0008978456016099065,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.013218575032099254,0.000581964017795913,0.008789119342727712,14.997740387737252,3,8,1987,0.0029692656360328054,0.0005434533121560855,0.002192615589575102,9.499000513517499e-07,0.0005884508776398157,1,0.0,0.001705530689145442,0,0,1,0.006838096396695251,0.025997460582611733,0.02613104783763044,0.025614575473901963,0.005448361675515379,0.0,0.0,0.0,0.001705530689145442,0.003441387198898963,0.003142459605634673,0.0,0.0044034040682747475,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.01368396319239613,0.005705120090972522,0.009742156379890957,18.263396044879872,3,8,2012,0.004687889496019185,9.701337902996594e-05,0.0037423148915737667,9.811589354412499e-08,0.005697033362251975,0,0.0,0.005969357412009047,0,0,1,0.006838096396695251,0.009578011793593797,0.007466013667894412,0.007318450135400561,0.007588789476610708,0.009498463117926818,0.015006660683845726,0.006626368356928526,0.005969357412009047,0.02408971039229274,0.026935368048297194,0.020821287461650722,0.012109361187755557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0.0,0.0015260502548199149,0.008895012346856962,14.765820807889137,3,1,2004,0.0,0.0,0.0,3.6534659072017917e-07,0.0015299705350642256,1,0.00850434413922934,0.001705530689145442,0,0,1,0.013676192793390503,0.008209724394508969,0.007466013667894412,0.007318450135400561,0.015566747644329656,0.005427693210243896,0.0,0.0,0.001705530689145442,0.00031285338171808757,0.0,0.003470214576941787,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0,0.005404415897242362,0.010589300412924954,17.351454194007484,4,2,1996,0.0,0.0,0.0,1.027514482209402e-07,0.005440015966355287,1,0.004859625222416766,0.005116592067436326,0,0,1,0.006838096396695251,0.015051161389933109,0.011199020501841617,0.010977675203100841,0.014593825916559052,0.00678461651280487,0.007503330341922863,0.00993955253539279,0.005116592067436326,0.0025028270537447005,0.00044892280080495326,0.0,0.007705957119480808,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9,0.012979332632652222,0.003658081463695954,0.009636263375761709,16.74671748362726,2,4,2003,0.0020311734708026606,6.484347249349678e-05,0.0016182946435957285,1.5233642312015768e-07,0.003669309725403933,1,0.002429812611208383,0.00852765344572721,0,0,1,0.006838096396695251,0.008893868094051382,0.011199020501841617,0.010977675203100841,0.009729217277706035,0.009498463117926818,0.007503330341922863,0.003313184178464263,0.00852765344572721,0.003441387198898963,0.0013467684024148596,0.013880858307767148,0.0044034040682747475,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
